Date,Open,High,Low,Close,Volume,OpenInt
20060303,21.424,21.424,21.424,21.424,582,0
20060306,21.638,21.638,21.039,21.039,3197,0
20060307,21.039,21.424,21.039,21.424,933,0
20060308,21.638,21.638,21.424,21.638,3968,0
20060309,21.424,21.424,21.039,21.039,933,0
20060310,21.424,21.424,21.424,21.424,581,0
20060313,21.21,21.21,21.039,21.039,2312,0
20060314,21.638,22.711,21.254,22.711,4910,0
20060315,22.711,22.711,22.496,22.496,10677,0
20060316,22.711,22.711,21.424,21.424,1459,0
20060317,21.51,21.51,21.51,21.51,295,0
20060320,21.725,22.711,21.725,22.711,831,0
20060321,22.581,22.581,22.581,22.581,115,0
20060323,22.024,22.024,21.853,21.853,854,0
20060324,21.424,22.282,21.424,21.853,1690,0
20060327,21.638,21.853,21.21,21.853,816,0
20060328,22.067,22.067,22.067,22.067,614,0
20060329,21.853,22.153,21.853,22.153,1807,0
20060330,22.496,22.496,22.067,22.282,3440,0
20060331,22.711,22.711,22.538,22.711,1168,0
20060403,22.668,22.668,22.196,22.196,701,0
20060404,22.668,22.668,22.282,22.282,1908,0
20060405,22.282,22.282,21.424,21.424,7820,0
20060406,21.853,21.853,21.124,21.124,2918,0
20060407,21.424,21.424,21.21,21.21,5251,0
20060411,21.254,21.254,21.167,21.167,582,0
20060413,21.382,21.382,21.382,21.382,115,0
20060417,21.382,21.382,21.339,21.339,1635,0
20060419,21.424,22.196,21.424,22.196,1084,0
20060420,22.196,22.196,22.196,22.196,701,0
20060421,21.682,21.682,21.682,21.682,230,0
20060424,21.638,21.638,21.51,21.51,1168,0
20060425,21.81,22.711,21.81,22.282,1617,0
20060426,22.282,22.711,22.282,22.496,11687,0
20060501,22.282,22.282,22.282,22.282,115,0
20060502,22.282,22.367,22.282,22.282,877,0
20060503,22.581,22.581,22.581,22.581,464,0
20060504,22.581,22.581,22.581,22.581,816,0
20060505,22.581,22.581,22.282,22.282,2581,0
20060508,22.282,22.282,22.282,22.282,302,0
20060509,22.282,22.282,21.853,21.853,1882,0
20060511,22.282,22.282,22.282,22.282,1168,0
20060512,22.324,22.324,22.324,22.324,230,0
20060515,22.711,23.224,22.711,23.139,15975,0
20060516,23.224,23.224,22.496,22.496,1570,0
20060517,22.711,23.139,21.853,21.853,2185,0
20060518,21.51,21.939,21.51,21.939,582,0
20060519,22.282,22.324,21.553,22.324,3502,0
20060522,22.538,22.711,22.538,22.711,582,0
20060523,22.109,22.109,22.109,22.109,230,0
20060524,22.282,23.139,22.282,23.139,2133,0
20060525,22.282,22.924,22.282,22.668,9612,0
20060526,22.538,22.711,22.538,22.711,3192,0
20060530,22.711,22.711,22.282,22.282,1635,0
20060601,22.109,22.109,22.109,22.109,230,0
20060605,22.282,22.282,21.596,21.596,6533,0
20060606,21.853,22.538,21.853,22.282,25609,0
20060607,22.282,22.282,22.282,22.282,3502,0
20060608,22.067,22.067,21.682,21.682,2333,0
20060609,21.424,21.682,21.296,21.682,5872,0
20060612,21.553,21.553,21.553,21.553,526,0
20060613,21.81,22.109,21.81,22.109,1108,0
20060614,21.896,22.109,21.896,21.896,904,0
20060615,22.282,22.282,22.153,22.153,7439,0
20060619,21.896,22.067,21.853,22.067,1460,0
20060620,22.153,22.153,21.424,21.424,3039,0
20060622,21.553,21.553,21.468,21.468,516,0
20060623,21.853,21.853,21.853,21.853,230,0
20060626,21.81,21.853,21.81,21.853,933,0
20060627,21.853,21.853,21.853,21.853,230,0
20060628,21.51,21.51,21.51,21.51,18810,0
20060629,21.853,22.153,21.853,21.853,18205,0
20060703,21.896,21.896,21.853,21.853,431,0
20060705,22.067,22.067,22.067,22.067,1398,0
20060707,22.067,22.067,22.067,22.067,230,0
20060711,21.725,21.725,21.21,21.424,2684,0
20060712,21.339,21.424,21.082,21.082,3260,0
20060713,21.013,21.013,20.996,20.996,976,0
20060719,20.996,20.996,20.971,20.971,582,0
20060720,21.21,21.21,20.996,20.996,933,0
20060721,21.124,21.339,21.022,21.339,1131,0
20060724,21.039,21.424,21.039,21.424,4843,0
20060725,21.853,22.282,21.853,21.853,12413,0
20060726,21.682,21.682,21.638,21.638,348,0
20060727,21.682,21.682,21.51,21.51,1342,0
20060731,21.638,21.853,21.638,21.853,464,0
20060801,22.067,22.067,21.768,21.768,488,0
20060802,22.067,22.067,22.067,22.067,759,0
20060808,22.067,22.067,21.853,22.067,1096,0
20060809,21.638,21.638,21.638,21.638,230,0
20060811,22.067,22.282,21.468,22.282,7109,0
20060814,22.282,22.282,21.682,22.067,2273,0
20060815,21.631,21.631,21.424,21.51,17351,0
20060816,22.067,22.067,22.067,22.067,230,0
20060817,21.596,21.853,21.494,21.853,2333,0
20060818,21.853,21.853,21.596,21.596,4433,0
20060821,22.067,22.067,22.067,22.067,1516,0
20060822,22.067,22.067,22.067,22.067,1348,0
20060823,22.282,22.324,22.282,22.282,6506,0
20060824,22.196,22.282,22.196,22.282,1283,0
20060825,22.196,22.196,22.196,22.196,230,0
20060828,22.196,22.41,22.196,22.41,3040,0
20060829,22.385,22.385,21.853,21.853,4548,0
20060830,22.196,22.196,22.196,22.196,582,0
20060831,22.196,22.196,21.896,22.067,4084,0
20060901,21.939,21.939,21.896,21.896,2146,0
20060905,21.939,22.196,21.896,22.196,816,0
20060906,22.196,22.196,22.024,22.024,3559,0
20060907,22.109,22.153,22.109,22.109,643,0
20060908,22.109,22.109,22.109,22.109,348,0
20060911,22.109,22.109,21.896,21.896,614,0
20060912,21.896,22.153,21.896,21.896,687,0
20060913,21.896,22.153,21.896,22.153,17038,0
20060914,21.939,22.024,21.896,21.939,2888,0
20060915,21.939,21.939,21.896,21.939,690,0
20060918,21.896,21.896,21.853,21.853,2333,0
20060919,21.939,21.939,21.939,21.939,464,0
20060921,21.939,21.982,21.939,21.982,816,0
20060922,21.939,22.067,21.896,22.067,3208,0
20060925,22.067,22.067,22.067,22.067,230,0
20060926,22.067,22.153,21.939,22.109,2727,0
20060927,22.067,22.109,22.067,22.067,1283,0
20060928,22.109,22.196,22.109,22.196,1398,0
20060929,22.196,22.196,22.067,22.067,7469,0
20061002,22.067,22.067,22.067,22.067,230,0
20061003,22.024,22.024,21.982,21.982,933,0
20061005,21.896,21.896,21.896,21.896,799,0
20061006,21.896,21.982,21.896,21.939,3671,0
20061009,22.153,22.196,22.153,22.196,582,0
20061010,22.153,22.153,22.153,22.153,464,0
20061011,22.196,22.196,22.196,22.196,464,0
20061012,22.067,22.109,22.067,22.109,1751,0
20061013,22.109,22.196,21.939,22.196,816,0
20061016,22.109,22.282,22.109,22.153,16671,0
20061017,22.153,22.153,22.109,22.109,991,0
20061018,22.153,22.239,22.109,22.109,1867,0
20061019,22.153,22.153,22.153,22.153,230,0
20061020,22.109,22.109,22.109,22.109,464,0
20061023,22.196,22.196,22.153,22.153,933,0
20061026,22.109,22.109,21.853,21.896,2660,0
20061027,21.853,21.853,21.853,21.853,2102,0
20061030,21.896,21.896,21.896,21.896,230,0
20061031,21.896,21.896,21.896,21.896,115,0
20061101,21.896,21.896,21.896,21.896,582,0
20061102,21.896,21.896,21.896,21.896,348,0
20061106,21.896,21.896,21.896,21.896,874,0
20061108,21.896,21.896,21.725,21.725,464,0
20061109,21.896,21.896,21.896,21.896,1751,0
20061113,21.982,22.067,21.982,22.067,1751,0
20061114,22.024,22.024,21.853,21.853,1867,0
20061115,21.896,21.896,21.768,21.768,1143,0
20061116,21.896,21.896,21.896,21.896,454,0
20061117,22.024,22.109,22.024,22.109,4084,0
20061120,21.939,21.982,21.638,21.638,6775,0
20061121,21.682,21.682,21.638,21.638,5833,0
20061122,21.638,21.638,21.638,21.638,5486,0
20061124,21.638,21.638,21.638,21.638,816,0
20061127,21.638,21.638,21.638,21.638,13711,0
20061128,21.638,21.638,21.638,21.638,6009,0
20061129,21.468,21.468,21.468,21.468,264,0
20061130,21.468,21.468,21.468,21.468,320,0
20061201,21.596,21.596,21.596,21.596,464,0
20061204,21.638,21.638,21.424,21.638,3851,0
20061205,21.433,21.433,21.424,21.424,1982,0
20061206,21.853,21.853,21.424,21.424,1729,0
20061207,21.424,21.424,21.424,21.424,230,0
20061208,21.424,21.424,20.653,20.653,3555,0
20061211,21.013,21.013,20.996,20.996,582,0
20061212,21.202,21.202,21.202,21.202,115,0
20061213,21.03,21.03,21.03,21.03,295,0
20061214,20.798,20.825,20.61,20.61,3023,0
20061218,20.695,20.695,20.636,20.636,559,0
20061219,20.568,20.953,20.568,20.953,4713,0
20061220,20.825,20.979,20.825,20.979,2567,0
20061221,20.568,20.61,20.568,20.61,1283,0
20061222,20.61,20.979,20.61,20.979,1194,0
20061226,20.628,20.628,19.796,20.354,11073,0
20061227,20.568,20.953,20.482,20.482,3621,0
20061228,20.482,20.653,20.054,20.653,4941,0
20061229,20.653,20.653,20.568,20.568,2333,0
20070103,20.568,20.568,20.568,20.568,115,0
20070104,20.568,20.568,20.439,20.439,1472,0
20070105,20.568,20.568,20.559,20.559,2567,0
20070108,20.551,20.783,20.439,20.783,5467,0
20070109,20.996,20.996,20.868,20.868,3502,0
20070110,20.868,20.868,20.568,20.568,1982,0
20070111,20.91,20.91,20.825,20.91,1051,0
20070112,20.868,20.868,20.868,20.868,1051,0
20070116,20.91,20.91,20.91,20.91,701,0
20070117,20.91,20.91,20.738,20.825,3178,0
20070118,20.996,21.115,20.825,21.115,1789,0
20070119,21.082,21.082,20.91,20.91,2043,0
20070122,20.996,21.004,20.91,20.91,1751,0
20070123,20.996,20.996,20.996,20.996,115,0
20070124,21.124,21.124,21.124,21.124,135,0
20070125,21.21,21.21,21.21,21.21,295,0
20070126,21.21,21.21,20.783,21.082,31975,0
20070129,20.996,21.082,20.653,20.653,65179,0
20070130,20.653,20.979,20.653,20.953,1226,0
20070131,20.996,20.996,20.953,20.953,8369,0
20070201,20.996,21.167,20.996,21.082,3165,0
20070202,21.124,21.124,21.124,21.124,1051,0
20070205,21.124,21.124,21.124,21.124,701,0
20070206,21.21,21.21,21.21,21.21,582,0
20070207,21.21,21.21,21.21,21.21,1971,0
20070208,21.124,21.124,21.039,21.082,54962,0
20070212,21.124,21.124,21.124,21.124,230,0
20070213,21.21,21.21,21.21,21.21,115,0
20070214,21.21,21.21,21.21,21.21,1187,0
20070215,21.124,21.124,21.124,21.124,1982,0
20070216,21.124,21.124,21.124,21.124,3618,0
20070220,21.124,21.124,21.039,21.039,5948,0
20070221,21.124,21.21,21.082,21.21,11099,0
20070222,21.039,21.082,21.039,21.082,3972,0
20070223,21.082,21.082,21.082,21.082,2918,0
20070226,21.082,21.082,21.082,21.082,2214,0
20070227,21.082,21.124,21.082,21.124,933,0
20070228,21.124,21.124,21.124,21.124,582,0
20070301,21.21,21.21,21.21,21.21,464,0
20070302,21.424,21.424,21.424,21.424,230,0
20070305,21.21,21.21,21.21,21.21,2111,0
20070308,21.21,21.21,21.039,21.21,18259,0
20070312,21.21,21.424,21.21,21.21,4199,0
20070313,21.21,21.21,21.21,21.21,3667,0
20070314,21.21,21.21,21.21,21.21,180,0
20070315,21.21,21.21,21.21,21.21,946,0
20070316,21.21,21.21,21.21,21.21,6069,0
20070319,21.21,21.21,21.21,21.21,1108,0
20070320,21.082,21.082,21.039,21.039,427,0
20070321,21.039,21.039,21.039,21.039,1283,0
20070322,21.039,21.039,21.039,21.039,13233,0
20070326,21.039,21.039,21.039,21.039,4465,0
20070327,21.039,21.039,20.783,20.783,1751,0
20070328,21.082,21.082,20.953,20.953,1635,0
20070329,21.082,21.254,20.953,21.254,6681,0
20070330,21.254,21.254,21.254,21.254,115,0
20070403,21.082,21.082,20.996,20.996,1867,0
20070404,20.91,20.91,20.628,20.628,1051,0
20070405,21.167,21.167,21.167,21.167,230,0
20070409,21.167,21.167,20.783,20.825,11546,0
20070410,20.783,20.783,20.783,20.783,230,0
20070411,20.738,20.738,20.738,20.738,410,0
20070413,20.653,20.653,20.61,20.653,2800,0
20070416,20.91,20.91,20.738,20.738,531,0
20070417,20.738,20.738,20.653,20.738,11902,0
20070418,20.783,20.783,20.738,20.783,8051,0
20070419,20.738,20.738,20.61,20.738,1991,0
20070420,20.653,20.825,20.619,20.825,3478,0
20070423,20.653,20.653,20.653,20.653,1751,0
20070424,20.738,20.783,20.695,20.783,1780,0
20070425,20.695,20.738,20.695,20.695,8971,0
20070426,20.783,20.783,20.738,20.738,886,0
20070427,20.695,20.783,20.695,20.738,16755,0
20070430,20.695,20.996,20.695,20.996,3951,0
20070501,20.91,21.21,20.783,20.783,7696,0
20070502,20.783,20.783,20.695,20.695,759,0
20070503,20.695,20.695,20.653,20.653,1057,0
20070504,20.783,20.783,20.695,20.695,6667,0
20070507,20.61,20.653,20.61,20.653,1635,0
20070508,20.783,20.783,20.738,20.783,1516,0
20070509,20.738,20.825,20.738,20.825,2187,0
20070510,20.825,21.21,20.825,20.825,1925,0
20070514,20.825,20.996,20.825,20.996,1635,0
20070515,20.868,20.91,20.825,20.825,5426,0
20070516,20.868,20.953,20.868,20.868,3034,0
20070517,20.868,20.868,20.868,20.868,1398,0
20070518,20.868,20.91,20.825,20.825,4518,0
20070522,20.91,20.91,20.91,20.91,1635,0
20070524,20.91,20.91,20.91,20.91,230,0
20070525,20.91,20.91,20.91,20.91,5707,0
20070529,20.953,21.21,20.825,21.21,1466,0
20070530,20.91,20.91,20.91,20.91,582,0
20070531,20.953,20.953,20.91,20.91,1635,0
20070604,20.91,20.91,20.91,20.91,230,0
20070605,20.91,20.91,20.91,20.91,180,0
20070608,20.91,20.996,20.91,20.996,916,0
20070611,20.91,20.91,20.91,20.91,701,0
20070613,20.91,20.91,20.91,20.91,1580,0
20070614,20.91,20.91,20.91,20.91,348,0
20070615,20.996,20.996,20.996,20.996,586,0
20070618,20.738,20.91,20.738,20.738,8039,0
20070619,20.738,20.738,20.695,20.738,20677,0
20070620,20.91,20.91,20.695,20.695,701,0
20070621,20.91,20.91,20.695,20.695,2567,0
20070622,20.354,20.61,20.354,20.568,958,0
20070625,20.61,20.61,20.61,20.61,5135,0
20070626,20.61,20.61,20.61,20.61,3618,0
20070627,20.525,20.868,20.525,20.653,2333,0
20070628,20.653,20.695,20.568,20.653,19811,0
20070629,20.653,20.653,20.653,20.653,988,0
20070702,20.653,20.738,20.61,20.738,2314,0
20070705,20.738,20.738,20.738,20.738,115,0
20070706,20.738,20.738,20.738,20.738,643,0
20070710,20.825,20.825,20.825,20.825,4084,0
20070711,20.825,20.996,20.439,20.568,16852,0
20070712,20.738,20.825,20.61,20.825,10969,0
20070713,20.91,20.91,20.91,20.91,464,0
20070716,20.91,20.91,20.91,20.91,1356,0
20070717,20.996,20.996,20.738,20.91,7368,0
20070718,20.91,20.91,20.91,20.91,348,0
20070719,20.868,20.868,20.653,20.825,2945,0
20070720,20.825,20.825,20.568,20.568,5105,0
20070723,20.653,20.653,20.653,20.653,1751,0
20070724,20.568,20.868,20.568,20.868,2607,0
20070725,20.783,20.868,20.783,20.868,1398,0
20070727,20.738,20.996,20.568,20.738,10502,0
20070730,20.568,20.568,20.568,20.568,701,0
20070731,20.568,20.568,20.568,20.568,388,0
20070801,20.568,20.568,20.568,20.568,2129,0
20070802,20.568,20.568,19.925,20.354,23336,0
20070803,20.568,20.568,20.354,20.439,16889,0
20070806,20.182,20.225,20.139,20.139,6301,0
20070807,20.354,20.525,20.311,20.525,3150,0
20070808,20.482,20.482,20.311,20.396,14468,0
20070809,20.525,20.783,20.525,20.783,9509,0
20070810,20.568,20.653,20.568,20.653,12894,0
20070813,20.783,20.783,20.653,20.783,16828,0
20070814,20.783,20.783,20.783,20.783,4665,0
20070815,20.738,20.738,20.568,20.61,4126,0
20070816,20.61,20.61,20.439,20.439,7643,0
20070817,20.568,20.653,20.396,20.653,5150,0
20070820,20.568,20.953,20.568,20.953,3432,0
20070821,20.996,20.996,20.996,20.996,1516,0
20070822,20.996,20.996,20.996,20.996,2212,0
20070823,20.996,21.039,20.996,20.996,5135,0
20070824,21.004,21.039,20.996,21.039,4095,0
20070827,21.21,21.21,21.039,21.039,701,0
20070828,21.039,21.039,20.91,20.91,4383,0
20070829,20.825,20.834,20.568,20.568,3618,0
20070830,20.825,20.825,20.79,20.825,3646,0
20070831,20.868,20.91,20.868,20.91,2333,0
20070904,20.945,20.945,20.945,20.945,230,0
20070905,20.971,20.971,20.901,20.91,3034,0
20070906,20.988,21.082,20.988,21.082,5243,0
20070910,21.339,21.339,21.082,21.167,2485,0
20070911,21.124,21.124,21.082,21.082,1168,0
20070912,21.082,21.082,21.082,21.082,737,0
20070913,21.091,21.091,21.039,21.039,4433,0
20070914,20.953,20.971,20.953,20.971,3792,0
20070917,21.03,21.03,21.022,21.022,1080,0
20070918,21.082,21.21,21.082,21.21,1398,0
20070919,21.124,21.124,20.953,20.996,5977,0
20070920,20.996,20.996,20.996,20.996,3503,0
20070921,20.996,21.339,19.71,20.996,25158,0
20070924,21.124,21.124,21.124,21.124,2976,0
20070926,21.133,21.133,21.133,21.133,701,0
20070927,21.167,21.167,21.167,21.167,1051,0
20070928,21.21,21.21,21.21,21.21,230,0
20071002,21.21,21.21,21.21,21.21,701,0
20071003,21.339,21.339,21.21,21.21,1221,0
20071004,21.21,21.21,21.21,21.21,1038,0
20071005,21.21,21.21,21.21,21.21,4904,0
20071008,20.996,20.996,20.996,20.996,582,0
20071009,21.21,21.254,20.996,20.996,1916,0
20071010,21.167,21.424,21.167,21.296,15693,0
20071011,21.21,21.21,21.21,21.21,2316,0
20071012,21.296,21.339,21.296,21.339,1425,0
20071015,21.339,21.339,21.21,21.21,1516,0
